"Accession.name","BioSample","SRA","ID","Source","Continent","CIAT.code","DOI","Synonyms","Common.names","Organism","Genus","Species","Collection.status","Biological.status","CORE.collection","Country","Department","County","Place","Date.of.collection..dd.mm.yyyy.","Altitude..masl.","Latitude..decimal.","Longitude..decimal.","Donor.name","Institution","Donor.country","Collector.name","Date.of.receipt..dd.mm.yyyy.","Growth.habit","Plant.height..cm.","Flowering","Shape.of.leaf.lobe.central","Petiole.color","Developed.leaf.color","Number.of.leaf.lobes","Root.color","Dry.matter.content....","Total.HCN.content..ppm.","Total.sugars....","Total.amylose....","Clarity....","Temperature.pasting...C.","Maximum.viscosity","Breakdown..cP.","Easy.cooking..minutes."
"E807","SAMN13053775","SRR10390111","E807","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F10","SAMN13053860","SRR10390144","F10","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100","SAMN13053753","SRR10389991","F100","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1014","SAMN13053862","SRR10390142","F1014","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1015","SAMN13053739","SRR10390151","F1015","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F106","SAMN13053774","SRR10390112","F106","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F108","SAMN13053819","SRR10389949","F108","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F114","SAMN13053738","SRR10390152","F114","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F154","SAMN13053794","SRR10390090","F154","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F181","SAMN13053818","SRR10389950","F181","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F244","SAMN13053699","SRR10390195","F244","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F252","SAMN13053737","SRR10390154","F252","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F267","SAMN13053773","SRR10390113","F267","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F321","SAMN13053844","SRR10390067","F321","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F376","SAMN13053718","SRR10390174","F376","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F406","SAMN13053698","SRR10390196","F406","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F434","SAMN13053736","SRR10390155","F434","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F44","SAMN13053772","SRR10390114","F44","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F50","SAMN13053697","SRR10390198","F50","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F520","SAMN13053611","SRR10390021","F520","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F532","SAMN13053735","SRR10390156","F532","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F539","SAMN13053771","SRR10390115","F539","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F547","SAMN13053816","SRR10389953","F547","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F634","SAMN13053752","SRR10389992","F634","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F648","SAMN13053734","SRR10390157","F648","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F652","SAMN13053863","SRR10390141","F652","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F671","SAMN13053770","SRR10389971","F671","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F696","SAMN13053815","SRR10389954","F696","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F701","SAMN13053612","SRR10390020","F701","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F709","SAMN13053733","SRR10390158","F709","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F716","SAMN13053769","SRR10389972","F716","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F757","SAMN13053814","SRR10389955","F757","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F775","SAMN13053696","SRR10390199","F775","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F81","SAMN13053843","SRR10390068","F81","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F821","SAMN13053732","SRR10390159","F821","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F847","SAMN13053768","SRR10389973","F847","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F876","SAMN13053813","SRR10389956","F876","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F957","SAMN13053731","SRR10390160","F957","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F961","SAMN13053767","SRR10389975","F961","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F978","SAMN13053812","SRR10389957","F978","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G15","SAMN13053856","SRR10390054","G15","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G16","SAMN13053717","SRR10390176","G16","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G17","SAMN13053695","SRR10390200","G17","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G18","SAMN13053730","SRR10390161","G18","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G25","SAMN13053793","SRR10390091","G25","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G27","SAMN13053811","SRR10389958","G27","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G29","SAMN13053694","SRR10390201","G29","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G30","SAMN13053766","SRR10389976","G30","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G34","SAMN13053842","SRR10390069","G34","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G35","SAMN13053716","SRR10390177","G35","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G37","SAMN13053810","SRR10389959","G37","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G44","SAMN13053693","SRR10390202","G44","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G49","SAMN13053751","SRR10389993","G49","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G51","SAMN13053792","SRR10390092","G51","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G56","SAMN13053841","SRR10390070","G56","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G65","SAMN13053692","SRR10390203","G65","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G69","SAMN13053729","SRR10390162","G69","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G70","SAMN13053715","SRR10390178","G70","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G71","SAMN13053765","SRR10389977","G71","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G75","SAMN13053691","SRR10390204","G75","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G8","SAMN13053864","SRR10390140","G8","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GR024-1","SAMN13053795","SRR10390089","GR024-1","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GR024-2","SAMN13053798","SRR10390085","GR024-2","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GR024-3","SAMN13053804","SRR10389966","GR024-3","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GR024-6","SAMN13053817","SRR10389952","GR024-6","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GR024-7","SAMN13053827","SRR10389941","GR024-7","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GR024-8","SAMN13053832","SRR10390080","GR024-8","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GR024-9","SAMN13053840","SRR10390071","GR024-9","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GR911","SAMN13053613","SRR10389938","GR911","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guangxi2hao","SAMN13053616","SRR10389935","Guangxi2hao","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guangxi3hao","SAMN13053617","SRR10389934","Guangxi3hao","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guangximushu","SAMN13053618","SRR10389932","Guangximushu","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guire4hao","SAMN13053614","SRR10389937","Guire4hao","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guire5hao","SAMN13053615","SRR10389936","Guire5hao","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1039","SAMN13053883","SRR10390119","H1039","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1071","SAMN13053876","SRR10390127","H1071","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1255","SAMN13053877","SRR10390126","H1255","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1312","SAMN13053878","SRR10390124","H1312","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1390","SAMN13053879","SRR10390123","H1390","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1394","SAMN13053880","SRR10390122","H1394","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1426","SAMN13053881","SRR10390121","H1426","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H42","SAMN13053865","SRR10390139","H42","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H47","SAMN13053866","SRR10390138","H47","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"H495","SAMN13053867","SRR10390137","H495","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
